Time,Learning rate,Train loss,Validation loss,MAE_expt
2.447275161743164,0.01,134.438959274292,30.646815681457518,4.287291822433471
4.746124029159546,0.01,16.490939865112306,11.723156127929688,2.595196399688721
7.085583925247192,0.01,8.608497762680054,9.457122783660889,2.3058213901519777
9.578335046768188,0.01,6.376647319793701,8.210605945587158,2.081253433227539
11.93043303489685,0.01,5.892240018844604,11.204274349212646,2.551619930267334
14.452620029449463,0.01,5.090608792304993,6.098364005088806,1.8941351890563964
16.827708959579468,0.01,4.149627208709717,5.762151818275452,1.7755715990066527
19.46851897239685,0.01,3.7338968658447267,4.493601102828979,1.5953794074058534
22.364327907562256,0.01,2.458968372344971,3.8101030921936037,1.40231342792511
24.825555086135864,0.01,2.2355576372146606,3.3858686876296997,1.4283259439468383
27.211092948913574,0.01,1.8224291276931763,2.9976953113079072,1.170478777885437
29.713796854019165,0.01,1.8875154542922974,3.250944538116455,1.305697569847107
32.15003800392151,0.01,1.9204344367980957,3.061755027770996,1.3130209946632385
34.7789089679718,0.01,2.063284740447998,3.134778118133545,1.4009401750564576
37.32657504081726,0.01,2.0291976070404054,2.4945456314086916,1.2154294633865357
39.89542078971863,0.01,1.6629179334640503,2.8250455403327943,1.233928027153015
42.392767906188965,0.01,1.475590133666992,2.0105222392082216,1.0216102623939514
44.85216307640076,0.01,1.3096786642074585,2.7560351371765135,1.197793674468994
47.31622910499573,0.01,1.5701959228515625,2.8375987434387206,1.2629794883728027
49.67020010948181,0.01,1.8994052505493164,2.467648468017578,1.1366300582885742
52.16469979286194,0.01,1.4007569074630737,2.6180714845657347,1.0473247241973878
54.73056101799011,0.01,1.2878422689437867,2.5008680868148803,1.1244857835769653
57.21740102767944,0.01,1.1869539499282837,2.3073292779922485,1.0841729712486268
59.647454023361206,0.01,0.9377289247512818,2.113225541114807,0.9424798989295959
62.11922883987427,0.01,0.8681520795822144,1.9894823837280273,0.951636347770691
64.65031504631042,0.01,0.8721112251281739,2.489615592956543,1.004512643814087
67.0192699432373,0.01,0.848965048789978,2.0473482728004457,0.9427800893783569
69.5017237663269,0.01,0.8092075085639954,3.0020719814300536,1.080687494277954
71.97280597686768,0.01,0.9145837759971619,2.2414727139472963,1.0260843849182129
74.43125820159912,0.01,1.0269428062438966,3.0391040802001954,1.06633052110672
76.98441791534424,0.01,0.8995532989501953,2.1324928903579714,0.9867920970916748
79.52753400802612,0.01,1.1281748819351196,2.0893694496154787,0.9568416118621826
82.14127993583679,0.01,0.9331934857368469,2.8994442081451415,1.088636212348938
84.75712990760803,0.01,0.8764735722541809,2.4532190704345704,0.980492103099823
87.38137483596802,0.01,0.7516751980781555,2.653302745819092,1.0931732177734375
90.00794696807861,0.01,0.6483821249008179,2.472249174118042,1.118552703857422
92.45570993423462,0.01,0.9107767248153686,1.9391606593132018,0.8851295471191406
95.09713101387024,0.01,0.7693475031852722,1.989599575996399,0.9261689877510071
97.68638205528259,0.01,0.6205983889102936,1.9565473413467407,0.8704441261291503
100.27470111846924,0.01,0.5038590049743652,1.9601223969459534,0.8242638492584229
102.82324600219727,0.01,0.5877159309387207,3.435820746421814,1.0367005848884583
105.62322998046875,0.01,0.7512950444221497,3.4782771492004394,1.091612491607666
108.27938508987427,0.01,0.6882265973091125,1.8364582967758178,0.8343118405342103
110.72200798988342,0.01,0.5147593283653259,1.9539588379859925,0.8432889699935913
113.20004391670227,0.01,0.44863406181335447,2.4779858565330506,0.9479286241531372
115.70896315574646,0.01,0.4847864520549774,2.6121964144706724,0.9483396673202514
118.30624890327454,0.01,0.5212446165084839,2.353474578857422,0.9464972877502441
120.78570914268494,0.01,0.5612752568721772,3.10896399974823,1.0380751609802246
123.32233905792236,0.01,0.4389413571357727,2.186898477077484,0.9028075003623962
125.86835098266602,0.01,0.5822041094303131,2.3478471910953522,0.9636649715900422
128.3889651298523,0.01,0.6680798256397247,2.478727674484253,1.039863109588623
131.00418210029602,0.01,0.8689263653755188,2.669673057794571,1.0005719709396361
133.5309498310089,0.01,0.7109745454788208,1.8064071488380433,0.8671036720275879
136.2453408241272,0.01,0.6199252068996429,1.8599691128730773,0.8831160688400268
138.93262004852295,0.01,0.6201598596572876,2.2885152435302736,1.0265042304992675
141.4389009475708,0.01,0.6610191369056702,2.005962023735046,0.9937823128700256
144.06745386123657,0.01,0.5728220736980438,2.188162045478821,0.9230655813217163
146.59364199638367,0.01,0.6193467092514038,2.1216247844696046,0.9162372827529908
149.11372590065002,0.01,0.5873893666267395,2.434447464942932,0.9082821750640869
151.6217029094696,0.01,0.36825852751731875,2.281646249294281,0.8632167911529541
154.1091001033783,0.01,0.3529265642166138,2.377135158777237,0.9109721612930298
156.70578598976135,0.01,0.41261316895484923,2.170194048881531,0.8877292752265931
159.18602800369263,0.01,0.4445845603942871,3.209719567298889,1.0083207440376283
161.75628280639648,0.01,0.550911796092987,2.540151109695435,0.9912637519836426
164.37161803245544,0.01,0.4356336426734924,2.223164541721344,0.9081425881385803
166.84463095664978,0.01,0.3193054246902466,2.5709734964370727,0.9645104742050171
169.40006184577942,0.01,0.4924822175502777,3.185511076450348,0.9469378852844238
171.9984791278839,0.01,0.4947575378417969,2.629421520233154,0.9054946708679199
174.47796988487244,0.01,0.5096480774879456,2.5985168027877807,0.961451256275177
177.0381419658661,0.01,0.4670908236503601,2.2826735877990725,0.8642358112335206
179.52952814102173,0.01,0.41499114990234376,2.477378764152527,0.9532194805145263
181.9745168685913,0.01,0.5010894370079041,2.053139410018921,0.8935321116447449
184.29858708381653,0.01,0.4130596554279327,2.1315849471092223,0.8309260129928588
187.00951504707336,0.01,0.41357234477996824,2.322750573158264,0.8355862760543823
189.79807996749878,0.01,0.32748297333717347,2.5773737049102783,0.864777865409851
192.30227994918823,0.01,0.393130065202713,2.5020160567760468,0.8997617411613464
194.946918964386,0.01,0.30318153262138364,2.4141763186454774,0.8515268421173096
197.49750399589539,0.01,0.2858868819475174,2.296638789176941,0.8224732041358948
200.06974697113037,0.01,0.2306399703025818,2.1784054136276243,0.8145910167694091
202.54676985740662,0.01,0.24796667367219924,2.3890180158615113,0.8144667863845825
204.935133934021,0.01,0.22437452435493468,2.3873453664779665,0.8209263968467713
207.55424785614014,0.01,0.2503346395492554,2.703579797744751,0.9462392234802246
210.10227608680725,0.01,0.4648084998130798,2.2945148134231568,0.9202954006195069
212.60393810272217,0.01,0.38671289801597597,2.4592672538757325,0.852064893245697
215.11006689071655,0.01,0.282390701174736,2.1425112318992614,0.8132440304756164
217.7001929283142,0.01,0.2814451146125794,2.993970055580139,0.9476808309555054
220.1982138156891,0.01,0.27083496272563934,2.6534849298000336,0.8570927667617798
222.69007682800293,0.01,0.28881958961486814,2.8647498536109923,0.9324121427536011
225.255352973938,0.01,0.27605100750923156,2.3994452810287474,0.8729557919502259
227.70831513404846,0.01,0.2642828464508057,2.6459131240844727,0.914628553390503
230.16838693618774,0.01,0.3276472318172455,2.5312398433685304,0.8620893955230713
232.7518630027771,0.01,0.32224714279174804,2.3200989151000977,0.9082772064208985
235.2015528678894,0.01,0.3661259889602661,3.0545758533477785,1.0545936155319213
237.82117891311646,0.01,0.4019103729724884,2.7077625226974487,0.916905722618103
240.35923194885254,0.01,0.6069988006353378,2.233784065246582,1.000737247467041
242.8743290901184,0.01,0.36895568370819093,2.8960647439956664,0.9061518144607544
245.39447808265686,0.01,0.3911316132545471,2.5570515251159667,0.8581903839111328
247.8436439037323,0.01,0.36045021057128906,3.1235795438289644,0.9147418642044067
250.25217604637146,0.01,0.24006300508975983,2.099052906036377,0.8956259393692017
252.77228689193726,0.01,0.27154530823230744,2.8766589164733887,0.9592824697494506
255.21974802017212,0.01,0.2711220610141754,2.2606781721115112,0.8683191204071045
257.7796940803528,0.01,0.1779373985528946,2.5537653827667235,0.8827973175048828
260.4229328632355,0.01,0.2035055375099182,2.337612466812134,0.8374857497215271
263.04454708099365,0.01,0.22819065034389496,3.140934450626373,0.9453749227523803
265.660768032074,0.01,0.2510507845878601,2.995078600645065,0.9087438273429871
268.0855300426483,0.01,0.18667981445789336,2.3078383588790894,0.8305217361450196
270.69183588027954,0.01,0.2082626473903656,2.796913034915924,0.8682429814338684
273.20376086235046,0.01,0.20788783192634583,2.4043704056739807,0.8264417386054993
275.87176299095154,0.01,0.19812207877635957,2.3152915143966677,0.8103050851821899
278.3579080104828,0.01,0.2166292667388916,2.4470972537994387,0.8372628521919251
280.891273021698,0.01,0.2991562879085541,3.3724196338653565,0.9172389125823974
283.4597089290619,0.01,0.33996205806732177,2.5690296602249147,0.8602571845054626
286.2575521469116,0.01,0.263082746565342,2.0873709297180176,0.8141097354888917
